"project","data_type","habitat","source","scientific_name","kingdom","phylum","class","order","family","genus","species"
"KONZA","consumer","prairie","KIC011.csv","Apamea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea",""
"KONZA","consumer","prairie","KIC011.csv","Athetis miranda",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Autographa precationis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa precationis"
"KONZA","consumer","prairie","KIC011.csv","Catabena lineolata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catabena","Catabena lineolata"
"KONZA","consumer","prairie","KIC011.csv","Charadra ingenua",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Choephora fungorum","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Choephora","Choephora fungorum"
"KONZA","consumer","prairie","KIC011.csv","Chytonix palliatricula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chytonix","Chytonix palliatricula"
"KONZA","consumer","prairie","KIC011.csv","Condica sutor","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","Condica sutor"
"KONZA","consumer","prairie","KIC011.csv","Condica vecors","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","Condica vecors"
"KONZA","consumer","prairie","KIC011.csv","Condica videns","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","Condica videns"
"KONZA","consumer","prairie","KIC011.csv","Copivaleria grotei","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Copivaleria","Copivaleria grotei"
"KONZA","consumer","prairie","KIC011.csv","Crambodes talidiformis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Crambodes","Crambodes talidiformis"
"KONZA","consumer","prairie","KIC011.csv","Crocigrapha normani","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Crocigrapha","Crocigrapha normani"
"KONZA","consumer","prairie","KIC011.csv","Ctenoplusia oxygramma","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ctenoplusia","Ctenoplusia oxygramma"
"KONZA","consumer","prairie","KIC011.csv","Cucullia asteroides","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia asteroides"
"KONZA","consumer","prairie","KIC011.csv","Dypterygia patina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dypterygia","Dypterygia patina"
"KONZA","consumer","prairie","KIC011.csv","Dypterygia rozmani","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dypterygia","Dypterygia rozmani"
"KONZA","consumer","prairie","KIC011.csv","Epiglaea decliva","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Epiglaea","Epiglaea decliva"
"KONZA","consumer","prairie","KIC011.csv","Eupsilia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eupsilia",""
"KONZA","consumer","prairie","KIC011.csv","Euxoa auxiliaris","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris"
"KONZA","consumer","prairie","KIC011.csv","Euxoa medialis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa medialis"
"KONZA","consumer","prairie","KIC011.csv","Euxoa moerens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa moerens"
"KONZA","consumer","prairie","KIC011.csv","Euxoa oberfoelli","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa oberfoelli"
"KONZA","consumer","prairie","KIC011.csv","Faronta diffusa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Faronta rubripennis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Feltia herilis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia herilis"
"KONZA","consumer","prairie","KIC011.csv","Feltia jaculifera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia jaculifera"
"KONZA","consumer","prairie","KIC011.csv","Feltia subgothica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia subgothica"
"KONZA","consumer","prairie","KIC011.csv","Feltia tricosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia tricosa"
"KONZA","consumer","prairie","KIC011.csv","Grotella sampita","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Grotella","Grotella sampita"
"KONZA","consumer","prairie","KIC011.csv","Hadena capsularis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena","Hadena capsularis"
"KONZA","consumer","prairie","KIC011.csv","Helicoverpa zea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","Helicoverpa zea"
"KONZA","consumer","prairie","KIC011.csv","Heliocheilus lupatus","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliocheilus","Heliocheilus lupatus"
"KONZA","consumer","prairie","KIC011.csv","Heliothis acesias","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis acesias"
"KONZA","consumer","prairie","KIC011.csv","Heliothis phloxiphaga","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis phloxiphaga"
"KONZA","consumer","prairie","KIC011.csv","Heliothis subflexa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis subflexa"
"KONZA","consumer","prairie","KIC011.csv","Hemieuxoa rudens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hemieuxoa","Hemieuxoa rudens"
"KONZA","consumer","prairie","KIC011.csv","Homohadena infixa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Homohadena stabilis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Homorthodes furfurata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Homorthodes","Homorthodes furfurata"
"KONZA","consumer","prairie","KIC011.csv","Lacinipolia marinitincta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia marinitincta"
"KONZA","consumer","prairie","KIC011.csv","Lacinipolia meditata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia meditata"
"KONZA","consumer","prairie","KIC011.csv","Lacinipolia renigera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia renigera"
"KONZA","consumer","prairie","KIC011.csv","Lacinipolia teligera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia teligera"
"KONZA","consumer","prairie","KIC011.csv","Leucania adjuta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania adjuta"
"KONZA","consumer","prairie","KIC011.csv","Leucania lapidaria","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania lapidaria"
"KONZA","consumer","prairie","KIC011.csv","Leucania linda","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania linda"
"KONZA","consumer","prairie","KIC011.csv","Leucania phragmatidicola",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Leucania pseudargyria","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania pseudargyria"
"KONZA","consumer","prairie","KIC011.csv","Leucania ursula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania ursula"
"KONZA","consumer","prairie","KIC011.csv","Litophane",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Loxagrotis grotei",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Magusa orbifera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Magusa","Magusa orbifera"
"KONZA","consumer","prairie","KIC011.csv","Megalographa biloba","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Megalographa","Megalographa biloba"
"KONZA","consumer","prairie","KIC011.csv","Melanchra picta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Melanchra","Melanchra picta"
"KONZA","consumer","prairie","KIC011.csv","Meropleon ambifuscum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Meropleon linae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Meropleon","Meropleon linae"
"KONZA","consumer","prairie","KIC011.csv","Meropleon titan","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Meropleon","Meropleon titan"
"KONZA","consumer","prairie","KIC011.csv","Mesapamea passer",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Metaxaglaea viatica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Metaxaglaea","Metaxaglaea viatica"
"KONZA","consumer","prairie","KIC011.csv","Morrisonia confusa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Morrisonia","Morrisonia confusa"
"KONZA","consumer","prairie","KIC011.csv","Morrisonia mucens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Morrisonia","Morrisonia mucens"
"KONZA","consumer","prairie","KIC011.csv","Nedra ramosula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Nedra","Nedra ramosula"
"KONZA","consumer","prairie","KIC011.csv","Ogdoconta cinereola","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ogdoconta","Ogdoconta cinereola"
"KONZA","consumer","prairie","KIC011.csv","Orthodes crenulata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Orthosia garmani","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia","Orthosia garmani"
"KONZA","consumer","prairie","KIC011.csv","Orthosia",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pachypolia atricornis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pachypolia","Pachypolia atricornis"
"KONZA","consumer","prairie","KIC011.csv","Peridroma saucia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Peridroma","Peridroma saucia"
"KONZA","consumer","prairie","KIC011.csv","Perigea xanthioides","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Perigea","Perigea xanthioides"
"KONZA","consumer","prairie","KIC011.csv","Phosphila miselioides","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Phosphila","Phosphila miselioides"
"KONZA","consumer","prairie","KIC011.csv","Plagiomimicus spumosum","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Plagiomimicus","Plagiomimicus spumosum"
"KONZA","consumer","prairie","KIC011.csv","Platyperigea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Protolampra brunneicollis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Protolampra","Protolampra brunneicollis"
"KONZA","consumer","prairie","KIC011.csv","Protorthodes incincta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Protorthodes","Protorthodes incincta"
"KONZA","consumer","prairie","KIC011.csv","Psaphida electilis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Psaphida","Psaphida electilis"
"KONZA","consumer","prairie","KIC011.csv","Psaphida resumens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Psaphida","Psaphida resumens"
"KONZA","consumer","prairie","KIC011.csv","Pseudoplusia includens",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pyrrhia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia",""
"KONZA","consumer","prairie","KIC011.csv","Rachiplusia ou","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Rachiplusia","Rachiplusia ou"
"KONZA","consumer","prairie","KIC011.csv","Schinia arcigera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia arcigera"
"KONZA","consumer","prairie","KIC011.csv","Schinia gaurae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia gaurae"
"KONZA","consumer","prairie","KIC011.csv","Schinia gracilenta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia gracilenta"
"KONZA","consumer","prairie","KIC011.csv","Schinia grandimedia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia grandimedia"
"KONZA","consumer","prairie","KIC011.csv","Schinia hulstia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia hulstia"
"KONZA","consumer","prairie","KIC011.csv","Schinia jaguarina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia jaguarina"
"KONZA","consumer","prairie","KIC011.csv","Schinia lucens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia lucens"
"KONZA","consumer","prairie","KIC011.csv","Schinia mortua","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia mortua"
"KONZA","consumer","prairie","KIC011.csv","Schinia nubila","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia nubila"
"KONZA","consumer","prairie","KIC011.csv","Schinia rivulosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia rivulosa"
"KONZA","consumer","prairie","KIC011.csv","Schinia sanguinea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia sanguinea"
"KONZA","consumer","prairie","KIC011.csv","Schinia saturata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia saturata"
"KONZA","consumer","prairie","KIC011.csv","Schinia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia",""
"KONZA","consumer","prairie","KIC011.csv","Schinia tertia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia tertia"
"KONZA","consumer","prairie","KIC011.csv","Schinia trifascia","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia trifascia"
"KONZA","consumer","prairie","KIC011.csv","Schinia tuberculum","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia tuberculum"
"KONZA","consumer","prairie","KIC011.csv","Schinia ultima","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia ultima"
"KONZA","consumer","prairie","KIC011.csv","Selicanis cinereola","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Selicanis","Selicanis cinereola"
"KONZA","consumer","prairie","KIC011.csv","Simyra henrici",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Spartiniphaga inops",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Spodoptera exigua","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera exigua"
"KONZA","consumer","prairie","KIC011.csv","Spodoptera frugiperda","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera frugiperda"
"KONZA","consumer","prairie","KIC011.csv","Spodoptera ornithogali",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Spodoptera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",""
"KONZA","consumer","prairie","KIC011.csv","Spragueia leo","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spragueia","Spragueia leo"
"KONZA","consumer","prairie","KIC011.csv","Stiria rugifrons","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Stiria","Stiria rugifrons"
"KONZA","consumer","prairie","KIC011.csv","Sunira bicolorago","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sunira","Sunira bicolorago"
"KONZA","consumer","prairie","KIC011.csv","Tarachidia binocula",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia candefacta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia erastrioides",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia phecolisca",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia semiflava",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tarachidia tortricina",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trachea delicata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trachea","Trachea delicata"
"KONZA","consumer","prairie","KIC011.csv","Tricholita notata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tricholita","Tricholita notata"
"KONZA","consumer","prairie","KIC011.csv","Trichordestra legitima","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichordestra","Trichordestra legitima"
"KONZA","consumer","prairie","KIC011.csv","Tricoplusia ni",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Ufeus plicatus","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ufeus","Ufeus plicatus"
"KONZA","consumer","prairie","KIC011.csv","Ufeus satyricus","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ufeus","Ufeus satyricus"
"KONZA","consumer","prairie","KIC011.csv","Ulolonche culea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ulolonche","Ulolonche culea"
"KONZA","consumer","prairie","KIC011.csv","Xestia dolosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia dolosa"
"KONZA","consumer","prairie","KIC011.csv","Euptoieta claudia","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptoieta","Euptoieta claudia"
"KONZA","consumer","prairie","KIC011.csv","Melitoea gorgone",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Phyciodes tharos","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes tharos"
"KONZA","consumer","prairie","KIC011.csv","Speyeria idalia","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria idalia"
"KONZA","consumer","prairie","KIC011.csv","Cercyonis pegala","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Cercyonis","Cercyonis pegala"
"KONZA","consumer","prairie","KIC011.csv","Ageneotettix deorum","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Ageneotettix","Ageneotettix deorum"
"KONZA","consumer","prairie","KIC011.csv","Arphia conspersa","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Arphia","Arphia conspersa"
"KONZA","consumer","prairie","KIC011.csv","Arphia simplex","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Arphia","Arphia simplex"
"KONZA","consumer","prairie","KIC011.csv","Arphia xanthoptera","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Arphia","Arphia xanthoptera"
"KONZA","consumer","prairie","KIC011.csv","Boopedon auriventris","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Boopedon","Boopedon auriventris"
"KONZA","consumer","prairie","KIC011.csv","Boopedon gracile","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Boopedon","Boopedon gracile"
"KONZA","consumer","prairie","KIC011.csv","Boopedon nubilum","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Boopedon","Boopedon nubilum"
"KONZA","consumer","prairie","KIC011.csv","Brachystola magna","Animalia","Arthropoda","Insecta","Orthoptera","Romaleidae","Brachystola","Brachystola magna"
"KONZA","consumer","prairie","KIC011.csv","Campylacantha olivacea","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Campylacantha","Campylacantha olivacea"
"KONZA","consumer","prairie","KIC011.csv","Chorthippus curtipennis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus curtipennis"
"KONZA","consumer","prairie","KIC011.csv","Chortophaga viridifasciata","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chortophaga","Chortophaga viridifasciata"
"KONZA","consumer","prairie","KIC011.csv","Dissosteira carolina","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Dissosteira","Dissosteira carolina"
"KONZA","consumer","prairie","KIC011.csv","Encoptolophus sordidus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Encoptolophus","Encoptolophus sordidus"
"KONZA","consumer","prairie","KIC011.csv","Eritettix simplex","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Eritettix","Eritettix simplex"
"KONZA","consumer","prairie","KIC011.csv","Hadrotettix magnificus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Hadrotettix","Hadrotettix magnificus"
"KONZA","consumer","prairie","KIC011.csv","Hadrotettix trifasciatus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Hadrotettix","Hadrotettix trifasciatus"
"KONZA","consumer","prairie","KIC011.csv","Hesperotettix speciosus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Hesperotettix","Hesperotettix speciosus"
"KONZA","consumer","prairie","KIC011.csv","Hesperotettix viridis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Hesperotettix","Hesperotettix viridis"
"KONZA","consumer","prairie","KIC011.csv","Hippiscus rugosus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hypochlora alba","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Hypochlora","Hypochlora alba"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus angustipennis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus angustipennis"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus bivittatus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus bivittatus"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus confusus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus confusus"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus differentialis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus differentialis"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus femurrubrum","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus femurrubrum"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus foedus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus foedus"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus keeleri","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus keeleri"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus occidentalis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus occidentalis"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus packardii","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus packardii"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus sanguinipes","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus sanguinipes"
"KONZA","consumer","prairie","KIC011.csv","Melanoplus scudderi","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus scudderi"
"KONZA","consumer","prairie","KIC011.csv","Mermiria bivittata","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Mermiria","Mermiria bivittata"
"KONZA","consumer","prairie","KIC011.csv","Mermiria picta","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Mermiria","Mermiria picta"
"KONZA","consumer","prairie","KIC011.csv","Opeia obscura","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Opeia","Opeia obscura"
"KONZA","consumer","prairie","KIC011.csv","Orphullela speciosa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Paratylotropidia brunneri","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Paratylotropidia","Paratylotropidia brunneri"
"KONZA","consumer","prairie","KIC011.csv","Pardalophora apiculata","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Pardalophora","Pardalophora apiculata"
"KONZA","consumer","prairie","KIC011.csv","Pardalophora haldemanii","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Pardalophora","Pardalophora haldemanii"
"KONZA","consumer","prairie","KIC011.csv","Phoetaliotes nebrascensis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Phoetaliotes","Phoetaliotes nebrascensis"
"KONZA","consumer","prairie","KIC011.csv","Pseudopomola brachyptera",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Psoloessa delicatula","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Psoloessa","Psoloessa delicatula"
"KONZA","consumer","prairie","KIC011.csv","Schistocerca lineata","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca","Schistocerca lineata"
"KONZA","consumer","prairie","KIC011.csv","Schistocerca obscura","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca","Schistocerca obscura"
"KONZA","consumer","prairie","KIC011.csv","Syrbula admirabilis","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Syrbula","Syrbula admirabilis"
"KONZA","consumer","prairie","KIC011.csv","Armadillidium nasatum","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium nasatum"
"KONZA","consumer","prairie","KIC011.csv","Armadillidium vulgare","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare"
"KONZA","consumer","prairie","KIC011.csv","Cylisticus convexus","Animalia","Arthropoda","Malacostraca","Isopoda","Cylisticidae","Cylisticus","Cylisticus convexus"
"KONZA","consumer","prairie","KIC011.csv","Porcellio laevi",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Porcellionides pruinosus","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellionides","Porcellionides pruinosus"
"KONZA","consumer","prairie","KIC011.csv","Amblyomma americanum","Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma americanum"
"KONZA","consumer","prairie","KIC011.csv","Dermacentor variabilis","Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor variabilis"
"KONZA","consumer","prairie","KIC011.csv","Metaltella simoni","Animalia","Arthropoda","Arachnida","Araneae","Amphinectidae","Metaltella","Metaltella simoni"
"KONZA","consumer","prairie","KIC011.csv","Anyphaena dutton",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Wulfila saltabundus","Animalia","Arthropoda","Arachnida","Araneae","Anyphaenidae","Wulfila","Wulfila saltabundus"
"KONZA","consumer","prairie","KIC011.csv","Acanthepeira stellata","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Acanthepeira","Acanthepeira stellata"
"KONZA","consumer","prairie","KIC011.csv","Argiope aurantia","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Argiope aurantia"
"KONZA","consumer","prairie","KIC011.csv","Argiope trifasciata","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Argiope trifasciata"
"KONZA","consumer","prairie","KIC011.csv","Araneus","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus",""
"KONZA","consumer","prairie","KIC011.csv","Araneus diadematus","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus diadematus"
"KONZA","consumer","prairie","KIC011.csv","Araneus pratensis","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus pratensis"
"KONZA","consumer","prairie","KIC011.csv","Hypsosinga funebris","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Hypsosinga","Hypsosinga funebris"
"KONZA","consumer","prairie","KIC011.csv","Araniella displicata","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araniella","Araniella displicata"
"KONZA","consumer","prairie","KIC011.csv","Larinia directa","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Larinia","Larinia directa"
